anio,ent,mun,aut,aut_her,aut_fal,civ_det,civ_her,civ_fal,vic_her,vic_fal,let,tot
2013,16,026,mil,,,,,,,,#,1
2013,16,035,mil,,,1,1,,,,0,1
2013,16,038,mil,,,,,,,,#,1
2013,16,052,mil,1,2,1,,,,,#,2
2013,16,062,mil,,,,,,,,#,1
2013,16,064,mil,,,1,,,,,#,1
2013,16,075,mil,4,1,6,,3,,,#,1
2013,16,081,mil,,,3,,,,,#,1
2013,16,083,mil,,,,,,,,#,2
2013,16,084,mil,5,,1,,1,,,#,2
2013,16,089,mil,1,1,,,,,,#,2
2013,16,095,mil,,,2,1,,,,0,2
2013,16,096,mil,,1,7,,,,,#,2
2013,16,097,mil,1,,,,2,,,#,1
2013,16,099,mil,,,,,,,,#,1
2013,16,104,mil,,,,,,1,,#,1
2013,16,108,mil,,,1,1,,,,0,1
2013,16,112,mil,,,,,,,,#,1
2013,18,009,mil,1,,,,,,,#,1
2013,18,010,mil,,,1,1,,,,0,1
2013,18,012,mil,,,10,,1,,,#,1
2013,18,017,mil,,,1,1,,,,0,1
2013,19,013,mil,,,1,,,,,#,2
2013,19,020,mil,,,2,1,,,,0,1
2013,19,039,mil,,,,,,,,#,1
2013,19,044,mil,,,1,1,1,,,1,1
2013,24,045,mil,5,,,,2,,,#,1
2013,24,049,mil,,,,,,,,#,1
2013,25,001,mil,,,,,2,,,#,2
2013,25,003,mil,6,1,,,2,,,#,3
2013,25,006,mil,3,,2,2,5,1,,2.5,4
2013,25,011,mil,,,1,1,,,,0,4
2013,25,013,mil,,,,,,,,#,1
2013,25,015,mil,,,,,,,,#,1
2013,25,017,mil,,,6,1,4,,,4,4
2013,26,004,mil,1,,3,1,1,,,1,2
2013,26,017,mil,,,,,,,,#,1
2013,26,042,mil,,,2,,,,,#,2
2013,26,047,mil,,,,,,,,#,1
2013,26,052,mil,,,,,,,,#,1
2013,26,065,mil,,,1,1,,,,0,1
2013,28,001,mil,,,,,,,,#,1
2013,28,002,mil,,,1,,,,,#,1
2013,28,003,mil,,,1,1,,,,0,2
2013,28,007,mil,,,,,1,,,#,2
2013,28,009,mil,1,,,,,,,#,3
2013,28,012,mil,,,4,,3,,,#,5
2013,28,013,mil,,1,3,1,2,,,2,2
2013,28,014,mil,,1,24,,1,,,#,7
2013,28,015,mil,3,,2,1,3,,,3,8
2013,28,016,mil,,1,,,4,,,#,2
2013,28,018,mil,,,1,1,,,,0,1
2013,28,019,mil,,,,,5,,,#,1
2013,28,021,mil,,,7,2,,,,0,3
2013,28,022,mil,14,,15,6,50,1,,8.333333333,27
2013,28,024,mil,,,1,,,,,#,5
2013,28,025,mil,1,,11,2,3,,,1.5,7
2013,28,027,mil,6,,18,1,41,,,41,45
2013,28,028,mil,,,,,,,,#,1
2013,28,030,mil,,,,,3,,,#,3
2013,28,032,mil,35,6,23,7,32,13,1,4.571428571,63
2013,28,033,mil,2,,1,1,,,1,0,7
2013,28,035,mil,,,7,,22,2,,#,18
2013,28,037,mil,,,,,,,,#,1
2013,28,038,mil,2,,3,2,2,,,1,5
2013,28,040,mil,2,,4,,2,,,#,13
2013,28,041,mil,14,,13,2,27,,,13.5,17
2013,28,043,mil,,,1,1,,,,0,1
2013,30,004,mil,,,,,3,,,#,1
2013,30,028,mil,,,,,5,,,#,1
2013,30,073,mil,1,,,,1,,,#,1
2013,30,095,mil,,,3,3,2,,,0.666666667,1
2013,30,105,mil,,,,,1,,,#,1
2013,30,112,mil,,,,,4,,,#,1
2013,30,118,mil,1,,1,,,,,#,1
2013,30,123,mil,,,,,5,,,#,3
2013,30,134,mil,,,,,10,,,#,2
2013,30,148,mil,,,,,3,,,#,1
2013,30,158,mil,,,3,,1,,,#,1
2013,30,160,mil,,,,,1,,,#,1
2013,30,169,mil,,,,,,,,#,1
2013,30,193,mil,,,,,6,,,#,2
2013,30,201,mil,,,,,1,,,#,1
2013,30,207,mil,1,,3,,2,,,#,3
2013,32,004,mil,,,,,,,,#,1
2013,32,005,mil,,,,,1,,,#,1
2013,32,006,mil,,,,,4,,,#,1
2013,32,010,mil,3,,6,,42,,,#,10
2013,32,024,mil,,,,,1,,,#,1
2013,32,038,mil,,,2,1,,,,0,1
2013,32,039,mil,1,,,,,,,#,1
2013,32,040,mil,1,,7,,4,,,#,1
2013,32,042,mil,,,,,12,,,#,1
2013,32,046,mil,,,,,,,,#,1
2013,32,049,mil,,,4,,3,,,#,2
2013,32,055,mil,4,1,,,,,,#,1
2013,32,056,mil,1,,2,,,,,#,1
2014,05,013,mil,,,,,4,,,#,1
2014,05,014,mil,,,,,1,,,#,1
2014,08,009,mil,,,,,2,,,#,1
2014,08,010,mil,,,,,,,,#,1
2014,08,017,mil,,,,,1,,,#,1
2014,08,027,mil,,,,,,,,#,1
2014,08,029,mil,,,1,,4,,,#,1
2014,08,052,mil,,,16,,,,,#,1
2014,10,007,mil,,,,,2,,,#,1
2014,10,023,mil,,,1,1,1,,,1,1
2014,10,026,mil,,,6,,,,,#,1
2014,10,035,mil,4,2,,,,,,#,1
2014,11,037,mil,,,2,,,,,#,1
2014,12,001,mil,,1,7,,3,,,#,3
2014,12,003,mil,1,,4,1,,,,0,1
2014,12,006,mil,1,1,1,,4,,,#,3
2014,12,007,mil,,,2,1,1,,,1,2
2014,12,011,mil,,,,,,,,#,1
2014,12,021,mil,,,2,,1,,,#,1
2014,12,022,mil,,,5,,2,,,#,1
2014,12,032,mil,,,1,1,,,,0,1
2014,12,038,mil,,,2,,4,,,#,3
2014,12,043,mil,,,,,,,,#,1
2014,12,051,mil,,,2,,,,,#,1
2014,12,054,mil,,,,,9,,,#,8
2014,12,058,mil,,,,,,,,#,1
2014,12,064,mil,,,,,1,,,#,1
2014,12,066,mil,,,,,,,,#,1
2014,12,068,mil,,1,,,6,,,#,4
2014,12,073,mil,,,,,2,,,#,1
2014,14,006,mil,2,4,,,,,,#,1
2014,14,012,mil,,,,,,,,#,1
2014,14,064,mil,,,,,,,,#,1
2014,14,077,mil,4,1,4,,,,,#,1
2014,14,080,mil,,,,,,,,#,1
2014,15,008,mil,,,,,4,,,#,1
2014,15,033,mil,,,5,,3,,,#,2
2014,15,041,mil,,,,,2,,,#,1
2014,15,080,mil,,,,,1,,,#,1
2014,15,082,mil,,,,,1,,,#,2
2014,15,104,mil,,,4,,,,,#,1
2014,15,105,mil,1,,,,24,,,#,3
2014,15,110,mil,,,,,,,,#,1
2014,15,116,mil,,,,,1,,,#,1
2014,15,123,mil,,,4,,10,,,#,7
2014,16,006,mil,4,2,,,,,,#,2
2014,16,010,mil,,,,,7,,,#,3
2014,16,045,mil,,,,,1,,,#,1
2014,16,052,mil,,,1,,3,,,#,3
2014,16,102,mil,,,,,,,,#,1
2014,16,104,mil,1,,6,3,1,,,0.333333333,1
2014,19,006,mil,,,,,1,,,#,1
2014,19,050,mil,2,,,,,,,#,1
2014,21,099,mil,,,1,1,,,,0,1
2014,25,001,mil,,,5,,1,,,#,3
2014,25,006,mil,1,,2,1,9,,,9,5
2014,25,010,mil,,,3,,,,,#,1
2014,25,011,mil,,,4,,4,,,#,4
2014,25,012,mil,,,,,,,,#,1
2014,25,014,mil,,,,,,,,#,1
2014,25,015,mil,2,1,,,,,,#,1
2014,25,016,mil,1,,1,1,1,,,1,1
2014,25,018,mil,4,,2,,4,,,#,2
2014,26,002,mil,,,2,2,,,,0,2
2014,26,004,mil,,,,,,,,#,1
2014,26,017,mil,,,1,1,2,,,2,1
2014,26,019,mil,,,,,2,,,#,1
2014,26,060,mil,,,1,,1,,,#,1
2014,28,001,mil,,,,,,,,#,2
2014,28,002,mil,,,4,1,,,,0,1
2014,28,003,mil,,1,3,2,5,,,2.5,5
2014,28,005,mil,,,,,,,,#,1
2014,28,007,mil,5,,6,,4,,1,#,11
2014,28,009,mil,,,4,,,,,#,3
2014,28,014,mil,,,3,,2,,,#,3
2014,28,015,mil,5,,1,1,5,,,5,8
2014,28,019,mil,,,,,,,,#,1
2014,28,021,mil,,,1,,2,,,#,4
2014,28,022,mil,9,1,14,1,49,3,,49,40
2014,28,024,mil,,1,9,2,9,,,4.5,8
2014,28,025,mil,1,,16,5,10,,,2,10
2014,28,027,mil,10,1,24,1,12,1,1,12,36
2014,28,030,mil,1,,1,,,,,#,1
2014,28,032,mil,15,4,16,,37,3,,#,36
2014,28,033,mil,2,1,2,,1,,,#,5
2014,28,035,mil,1,,4,2,10,,,5,6
2014,28,037,mil,,,,,1,,,#,1
2014,28,038,mil,2,,4,,2,,,#,7
2014,28,040,mil,3,1,1,,5,,,#,9
2014,28,041,mil,3,,11,4,9,,,2.25,10
2014,30,003,mil,,,,,,,,#,1
2014,30,006,mil,,,35,,3,,,#,1
2014,30,009,mil,1,,5,,,,,#,1
2014,30,040,mil,,,,,,,,#,1
2014,30,118,mil,,,,,3,,,#,1
2014,30,128,mil,,,,,10,,,#,1
2014,30,138,mil,,,,,1,,,#,1
2014,30,175,mil,,,14,2,6,,,3,2
2014,30,193,mil,,,,,1,,,#,1
2014,32,010,mil,,,,,7,,,#,2
2014,32,017,mil,,,,,,,,#,1
2014,32,020,mil,,,1,1,4,,,4,2
2014,32,022,mil,,,,,7,,,#,1
2014,32,044,mil,,,5,,,,,#,1
2015,03,003,mil,,,2,,,,,#,1
2015,05,018,mil,,,,,4,,,#,1
2015,07,072,mil,,,,,,,,#,1
2015,08,027,mil,,,,,3,,,#,1
2015,08,028,mil,,,,,,,,#,1
2015,08,065,mil,,,,,1,,,#,1
2015,10,019,mil,,,2,,,,,#,1
2015,10,023,mil,2,1,,,5,,,#,1
2015,10,026,mil,,,2,,,,,#,1
2015,10,035,mil,,,,,,,,#,1
2015,12,001,mil,,,1,1,,,,0,1
2015,12,007,mil,,,,,2,,,#,2
2015,12,016,mil,,,,,,,,#,1
2015,12,022,mil,,,,,1,,,#,1
2015,12,031,mil,,,2,,,,,#,1
2015,12,054,mil,,,,,1,,,#,3
2015,12,058,mil,,,2,2,,,,0,2
2015,14,021,mil,14,8,,,1,,,#,2
2015,14,033,mil,,,,,,,,#,1
2015,14,053,mil,,,,,,,,#,1
2015,14,067,mil,,1,,,1,,,#,1
2015,14,078,mil,,,1,1,,,,0,1
2015,14,083,mil,,,,,,,,#,1
2015,14,088,mil,,,2,,,,,#,1
2015,14,100,mil,,,,,,,,#,1
2015,15,008,mil,,1,,,,,,#,2
2015,16,006,mil,,,44,,1,,,#,1
2015,16,029,mil,,,4,1,,,,0,2
2015,16,035,mil,,,,,,,,#,1
2015,16,075,mil,,,,,2,,,#,1
2015,16,097,mil,,,,,2,,,#,1
2015,16,106,mil,2,2,,,,,,#,1
2015,19,050,mil,,,,,,,,#,1
2015,21,110,mil,1,,,,,,,#,1
2015,25,001,mil,,3,2,,4,,,#,5
2015,25,002,mil,,2,,,1,,,#,1
2015,25,006,mil,,,3,1,12,,,12,7
2015,25,007,mil,,,,,,,,#,1
2015,25,011,mil,,,,,,,,#,1
2015,25,012,mil,,,,,,,,#,2
2015,25,015,mil,4,1,,,,,,#,2
2015,25,018,mil,,1,,,2,,,#,1
2015,26,004,mil,1,,1,,,,,#,1
2015,26,017,mil,,,1,,1,,,#,1
2015,26,029,mil,,,,,1,,,#,1
2015,26,030,mil,,,,,,,,#,1
2015,26,043,mil,,,,,,,,#,1
2015,26,070,mil,1,1,1,,,,,#,4
2015,28,002,mil,,,,,,,,#,1
2015,28,003,mil,,,8,4,,,,0,3
2015,28,007,mil,2,1,1,,,1,,#,7
2015,28,009,mil,,,,,2,,,#,1
2015,28,012,mil,1,,3,,,,,#,3
2015,28,014,mil,1,,,,4,,,#,5
2015,28,015,mil,1,,1,,,,,#,1
2015,28,016,mil,,,6,,1,,,#,1
2015,28,021,mil,,,1,,1,,,#,1
2015,28,022,mil,10,,10,7,44,3,1,6.285714286,40
2015,28,024,mil,2,,1,,5,,,#,4
2015,28,025,mil,1,1,,,,,,#,4
2015,28,027,mil,2,1,10,3,24,1,,8,23
2015,28,032,mil,6,,20,4,9,4,4,2.25,27
2015,28,033,mil,2,,4,1,16,,,16,8
2015,28,035,mil,1,,,,,,,#,2
2015,28,038,mil,,,4,,,,,#,2
2015,28,040,mil,,,1,1,18,,,18,10
2015,28,041,mil,,,,,,,,#,1
2015,30,013,mil,,,1,,,,,#,1
2015,30,048,mil,,,,,1,,,#,1
2015,30,085,mil,,,2,,,,,#,1
2015,30,102,mil,,,,,,,,#,1
2015,30,117,mil,,,,,1,,,#,1
2015,30,118,mil,,1,,,,,,#,1
2015,30,123,mil,,,,,4,,,#,1
2015,30,175,mil,1,,,,1,,,#,1
2015,32,010,mil,,,,,4,,,#,2
2015,32,014,mil,,,2,1,,,,0,1
2015,32,019,mil,,,3,,,,,#,1
2016,03,003,mil,,,,,,,,#,1
2016,08,008,mil,,,4,,,,,#,1
2016,08,017,mil,1,,,,1,,,#,1
2016,08,021,mil,,,,,1,,,#,1
2016,08,029,mil,1,,1,1,1,,,1,2
2016,08,040,mil,,,,,,,,#,1
2016,08,053,mil,,,,,,,,#,1
2016,10,014,mil,,,,,,,,#,1
2016,10,023,mil,,,1,1,,,,0,1
2016,11,009,mil,,1,,,,,,#,1
2016,11,017,mil,,,1,1,,,,0,1
2016,11,020,mil,,,1,,,,,#,1
2016,12,001,mil,,,,,3,,,#,2
2016,12,007,mil,,,2,,,,,#,1
2016,12,016,mil,,,,,1,,,#,1
2016,12,028,mil,,,1,,,,,#,1
2016,12,038,mil,3,,6,2,1,,,0.5,3
2016,12,054,mil,1,,1,,1,,,#,2
2016,12,068,mil,,,,,,,,#,3
2016,12,073,mil,,,3,,,,,#,1
2016,12,078,mil,,,,,,,,#,1
2016,14,012,mil,,,,,,,,#,1
2016,14,027,mil,1,,,,,,,#,1
2016,14,067,mil,,,,,,,,#,1
2016,14,093,mil,,,3,2,,,,0,1
2016,14,124,mil,,,1,,,,,#,1
2016,15,039,mil,2,,9,,,,,#,1
2016,15,105,mil,,,3,1,,,,0,1
2016,16,006,mil,,,,,,,,#,1
2016,16,010,mil,,,3,,3,,,#,2
2016,16,033,mil,,,,,1,,,#,1
2016,16,035,mil,,,4,2,,,,0,2
2016,16,052,mil,,,1,,,,,#,5
2016,16,055,mil,,,,,,,,#,2
2016,16,064,mil,2,1,2,1,3,,,3,2
2016,16,095,mil,,,,,2,,,#,1
2016,16,096,mil,,,5,,,,,#,1
2016,19,003,mil,1,,3,,,,,#,4
2016,19,015,mil,,,,,,,,#,1
2016,19,044,mil,,,,,,,,#,1
2016,19,046,mil,,,10,,1,,,#,2
2016,19,050,mil,,,,,,,,#,1
2016,20,059,mil,1,,,,1,,,#,1
2016,21,110,mil,,,,,,,,#,2
2016,21,115,mil,,,,,,,,#,1
2016,25,001,mil,1,,10,,5,,,#,3
2016,25,003,mil,1,,2,,6,,,#,4
2016,25,006,mil,10,5,3,3,3,,,1,3
2016,25,011,mil,,,3,,,,,#,2
2016,25,012,mil,1,,2,,3,,,#,2
2016,25,013,mil,3,4,,,3,,,#,1
2016,25,014,mil,1,,2,1,4,,,4,2
2016,25,015,mil,,,,,,,,#,1
2016,25,018,mil,,,,,,,,#,1
2016,26,069,mil,,,,,,,,#,1
2016,28,003,mil,5,,1,1,1,,,1,3
2016,28,007,mil,8,,,,4,,,#,1
2016,28,012,mil,1,,3,2,,1,,0,2
2016,28,014,mil,,,1,1,4,,,4,5
2016,28,015,mil,,,,,3,,,#,4
2016,28,021,mil,,,,,,,,#,1
2016,28,022,mil,6,,2,2,18,8,,9,24
2016,28,024,mil,,,,,,,,#,4
2016,28,025,mil,,,1,,3,,,#,3
2016,28,027,mil,17,2,38,11,35,10,2,3.181818182,43
2016,28,032,mil,6,1,13,5,38,3,,7.6,33
2016,28,033,mil,,,,,1,,,#,1
2016,28,035,mil,,,1,,,,,#,1
2016,28,040,mil,,,,,5,,,#,1
2016,28,041,mil,,,,,2,,,#,1
2016,30,048,mil,,,2,,,,,#,1
2016,30,091,mil,,,3,3,2,,,0.666666667,1
2016,30,108,mil,,,6,,1,,,#,1
2017,03,008,mil,1,,,,7,,,#,1
2017,08,009,mil,,,,,1,,,#,1
2017,08,011,mil,,,3,1,1,,,1,1
2017,08,017,mil,1,,,,,,,#,1
2017,08,027,mil,,,,,,,,#,1
2017,08,036,mil,,,1,1,1,,,1,1
2017,08,040,mil,,,,,6,,,#,3
2017,08,063,mil,,,2,,1,,,#,1
2017,08,066,mil,,,,,2,,,#,1
2017,09,011,mil,,,,,1,,,#,1
2017,10,023,mil,,,,,,,,#,1
2017,10,034,mil,,,,,3,,,#,3
2017,10,038,mil,,,,,,,,#,1
2017,11,007,mil,,,,,,,,#,1
2017,12,001,mil,,,,2,,,,0,1
2017,12,003,mil,,,7,,,,,#,1
2017,12,007,mil,,,,,1,,,#,1
2017,12,022,mil,,,4,,1,,,#,2
2017,12,027,mil,,,,,1,,,#,1
2017,12,038,mil,,,,,,,,#,1
2017,12,043,mil,1,,,,,,,#,4
2017,12,054,mil,1,,,,,,,#,1
2017,12,057,mil,,,1,,1,,,#,3
2017,12,058,mil,,1,1,1,8,,,8,1
2017,12,068,mil,1,,1,,1,,,#,3
2017,12,075,mil,,,1,,,,,#,2
2017,14,037,mil,,,2,2,2,,,1,1
2017,14,039,mil,1,,,,,,,#,1
2017,14,043,mil,,1,,,1,,,#,1
2017,14,083,mil,,,,,,,,#,1
2017,14,085,mil,1,,,,3,,,#,1
2017,14,097,mil,,,1,,,,,#,3
2017,14,101,mil,,1,,,2,,,#,1
2017,15,082,mil,,,,,3,,,#,2
2017,15,120,mil,,,6,,,,,#,1
2017,16,002,mil,2,,15,,1,,,#,4
2017,16,006,mil,,,7,1,1,,,1,4
2017,16,012,mil,,,1,,3,,,#,2
2017,16,033,mil,,,1,1,,,,0,1
2017,16,052,mil,,,4,,,,,#,1
2017,16,055,mil,,,1,1,,,,0,1
2017,16,057,mil,1,,2,,,,,#,1
2017,16,064,mil,,,7,2,1,,,0.5,5
2017,16,084,mil,,,2,1,,,,0,1
2017,18,004,mil,,,,,,,,#,1
2017,18,012,mil,,,1,,,,,#,1
2017,18,017,mil,,,,,20,,,#,3
2017,18,020,mil,,,,,,,,#,1
2017,19,003,mil,,,2,1,,,,0,2
2017,19,011,mil,,,,,,,,#,1
2017,19,020,mil,,,,,,,,#,1
2017,19,044,mil,,,2,,,,,#,2
2017,19,049,mil,2,,,,1,,,#,1
2017,20,073,mil,,,,,,,,#,1
2017,20,079,mil,,,,,,,,#,1
2017,20,277,mil,,,,,,,,#,1
2017,20,469,mil,,,,,,,,#,1
2017,21,001,mil,,,1,1,,,,0,1
2017,21,063,mil,,,,,1,,,#,2
2017,21,099,mil,,,,,,,,#,2
2017,21,110,mil,,,,,,,,#,1
2017,21,114,mil,2,1,,,3,,,#,2
2017,21,115,mil,13,4,12,,4,,,#,2
2017,21,125,mil,,,3,,,,,#,1
2017,21,154,mil,,1,,,5,,,#,3
2017,21,164,mil,,,,,1,,,#,1
2017,25,001,mil,,,6,1,2,,,2,4
2017,25,004,mil,,1,,,3,,,#,5
2017,25,005,mil,,,,,,,,#,1
2017,25,006,mil,2,1,19,3,12,2,,4,22
2017,25,008,mil,,,3,,,,,#,4
2017,25,011,mil,,,,,2,,,#,2
2017,25,012,mil,,,3,1,,,,0,2
2017,25,013,mil,,,,,1,,,#,1
2017,25,014,mil,,,,,,,,#,1
2017,25,015,mil,,,2,2,,,,0,2
2017,25,016,mil,1,,2,,,,,#,3
2017,25,018,mil,3,,5,,1,,,#,2
2017,26,003,mil,1,,2,2,,,,0,1
2017,26,017,mil,1,,3,2,,,,0,1
2017,26,030,mil,,,,,,3,,#,1
2017,26,048,mil,,,3,1,,,,0,1
2017,27,003,mil,,,,,,,,#,1
2017,28,007,mil,,,1,1,,,,0,2
2017,28,012,mil,2,,,,,,,#,2
2017,28,014,mil,,,,,5,,,#,2
2017,28,015,mil,5,1,,,6,,,#,14
2017,28,022,mil,9,2,6,5,10,,,2,24
2017,28,024,mil,1,,,,2,,,#,7
2017,28,025,mil,,,2,2,4,1,,2,11
2017,28,027,mil,9,4,4,2,6,,1,3,29
2017,28,030,mil,,,3,1,,,,0,1
2017,28,032,mil,22,3,31,4,73,4,1,18.25,81
2017,28,033,mil,8,,16,5,14,,,2.8,22
2017,28,035,mil,8,1,,,2,,,#,3
2017,28,040,mil,,,,,3,,,#,2
2017,28,041,mil,,,,,6,,,#,3
2017,30,039,mil,,,3,,,,,#,1
2017,30,193,mil,2,,,,2,,,#,1
2017,32,019,mil,,,1,1,,,,0,1
2017,32,020,mil,,,2,1,,,,0,1
2017,32,034,mil,,,,,,,,#,1
2017,32,049,mil,1,1,,,,,,#,1
2018,02,001,mil,,,5,,1,,,#,1
2018,02,003,mil,,,,,,,,#,1
2018,05,013,mil,,1,,3,2,,,0.666666667,1
2018,06,007,mil,,,,,4,,,#,1
2018,07,089,mil,,,2,2,2,2,,1,1
2018,08,012,mil,,,,,,,,#,1
2018,09,011,mil,,,,1,,,,0,1
2018,09,013,mil,,,3,,,,,#,1
2018,10,005,mil,,,,,,,,#,1
2018,10,007,mil,,,,,,,,#,1
2018,10,023,mil,,,4,3,,,,0,2
2018,11,004,mil,,,,,10,,,#,1
2018,11,017,mil,,,2,2,3,,,1.5,2
2018,11,018,mil,,,,,,,,#,1
2018,11,037,mil,,,1,,1,,,#,1
2018,11,042,mil,,,1,,2,,,#,1
2018,12,001,mil,,,,,,,,#,1
2018,12,006,mil,1,,,,1,,,#,1
2018,12,022,mil,3,3,,,1,,,#,3
2018,12,028,mil,,,,,,,,#,1
2018,12,032,mil,,,,,1,,,#,2
2018,12,038,mil,,,,,1,,,#,1
2018,12,043,mil,,,,,,,,#,1
2018,12,048,mil,,,,,1,,,#,2
2018,12,055,mil,,,,,,,,#,1
2018,12,058,mil,1,,1,1,,,,0,1
2018,12,068,mil,,1,,,7,,,#,4
2018,12,073,mil,,,,,,,,#,1
2018,12,075,mil,,,,,,,,#,1
2018,13,076,mil,,,,,,,,#,4
2018,14,001,mil,,,,,4,,,#,1
2018,14,035,mil,,,,,1,,,#,1
2018,14,053,mil,,,,1,,,,0,1
2018,14,067,mil,7,,,,,,,#,1
2018,14,074,mil,1,,3,2,2,,,1,1
2018,14,097,mil,,,,,,,,#,1
2018,14,100,mil,,,,,1,,,#,1
2018,14,105,mil,,,,,,,,#,1
2018,14,120,mil,7,,2,,3,,,#,2
2018,15,060,mil,,,5,,,,,#,1
2018,15,065,mil,1,,,,,,,#,1
2018,15,099,mil,,,6,6,2,,,0.333333333,1
2018,15,105,mil,,,,,,,,#,1
2018,16,006,mil,5,,3,1,4,,,4,5
2018,16,009,mil,2,,,,2,,,#,2
2018,16,012,mil,,,7,2,1,,,0.5,5
2018,16,035,mil,,,3,,2,,,#,2
2018,16,052,mil,,,,,1,,,#,2
2018,16,055,mil,4,,3,,,,,#,1
2018,16,064,mil,,,4,2,,,,0,1
2018,16,096,mil,,,1,,1,,,#,2
2018,16,102,mil,,,,,,,,#,1
2018,16,106,mil,,,,,1,,,#,1
2018,18,017,mil,2,,,,1,,,#,3
2018,19,023,mil,,,,,,,,#,1
2018,19,040,mil,,,3,1,1,,,1,1
2018,19,044,mil,,,,,,,,#,1
2018,20,066,mil,,,,1,,,,0,1
2018,20,184,mil,,,,,,,,#,1
2018,20,390,mil,,,,,,,,#,1
2018,21,063,mil,,,,,,,,#,1
2018,21,114,mil,1,,,2,,,,0,1
2018,21,132,mil,,,,,,,,#,1
2018,21,164,mil,,,1,,,,,#,1
2018,22,014,mil,,,,,,,,#,1
2018,23,003,mil,,,,,1,,,#,1
2018,25,003,mil,4,1,3,1,2,,,2,6
2018,25,004,mil,,,5,1,,,,0,2
2018,25,006,mil,,,4,2,5,,,2.5,3
2018,25,008,mil,,,1,,,,,#,1
2018,25,011,mil,,,,,,,,#,1
2018,25,012,mil,,,2,,,,,#,1
2018,25,015,mil,,,6,2,,,,0,3
2018,26,005,mil,,,,,,,,#,2
2018,26,029,mil,,,,,1,,,#,2
2018,26,030,mil,,,,,,,,#,1
2018,26,060,mil,,,,,1,,,#,1
2018,26,069,mil,,,,,,,,#,1
2018,27,008,mil,5,1,1,,,,,#,1
2018,27,012,mil,,,,,1,,,#,1
2018,28,002,mil,,,2,,,,,#,1
2018,28,003,mil,3,,,,,1,1,#,4
2018,28,007,mil,,,,,8,4,,#,8
2018,28,012,mil,,,7,,,,,#,1
2018,28,014,mil,1,,4,1,4,,,4,6
2018,28,015,mil,,,,,4,,,#,3
2018,28,016,mil,,,1,1,,,,0,1
2018,28,022,mil,3,,12,,10,6,1,#,15
2018,28,023,mil,,,,,,,,#,1
2018,28,024,mil,1,,4,,19,,,#,11
2018,28,025,mil,9,,4,4,28,2,,7,24
2018,28,027,mil,39,4,15,,21,5,4,#,44
2018,28,032,mil,26,2,7,2,45,,,22.5,45
2018,28,033,mil,6,,,,7,3,,#,13
2018,28,035,mil,,,,,1,,,#,1
2018,28,040,mil,,,,,4,,,#,4
2018,28,041,mil,,,6,,,,,#,1
2018,30,003,mil,,,,,4,,,#,2
2018,30,193,mil,2,,,,1,,,#,3
2018,32,022,mil,,,3,3,1,,,0.333333333,1
2018,32,031,mil,,,,,,,,#,1
2019,02,001,mil,,,1,1,1,,,1,2
2019,05,003,mil,,,2,,,,,#,1
2019,05,012,mil,,,1,,4,,,#,1
2019,05,013,mil,,,,,1,,,#,1
2019,05,015,mil,1,,,,,,,#,1
2019,05,020,mil,,,1,,,,,#,1
2019,05,025,mil,,,,,,,,#,1
2019,05,037,mil,1,,,,17,,,#,1
2019,07,013,mil,,1,,,,,,#,1
2019,08,009,mil,3,,,,2,3,,#,2
2019,08,025,mil,,,9,1,1,,,1,2
2019,08,027,mil,,,1,,,,,#,2
2019,08,036,mil,,,3,,,,,#,1
2019,08,040,mil,1,,2,,,,,#,3
2019,08,052,mil,,,1,1,,,,0,1
2019,08,067,mil,1,,,,,,,#,3
2019,10,012,mil,2,,,1,2,,,2,1
2019,10,014,mil,,,,,,,,#,1
2019,10,034,mil,,,,,,1,,#,1
2019,11,002,mil,2,,,,,,,#,1
2019,11,004,mil,,,,,5,,,#,1
2019,11,007,mil,1,,4,,3,,,#,3
2019,11,011,mil,,,,,,,,#,1
2019,11,017,mil,1,1,1,1,8,,,8,2
2019,11,023,mil,2,,3,,,,,#,1
2019,11,027,mil,3,,,,,,,#,1
2019,11,035,mil,,,,,,,,#,1
2019,11,046,mil,,1,8,,3,,,#,1
2019,12,001,mil,,,3,1,5,,,5,4
2019,12,022,mil,,,,,,,,#,1
2019,12,023,mil,,,,,,,,#,1
2019,12,032,mil,,,,,4,,,#,1
2019,12,035,mil,,1,,,14,,,#,1
2019,12,040,mil,,3,,,,,,#,2
2019,12,048,mil,,,2,,,,,#,1
2019,13,005,mil,,,,,1,,,#,1
2019,13,016,mil,,,,,,,,#,2
2019,13,074,mil,,,,,,,,#,1
2019,14,039,mil,1,,,,1,,,#,2
2019,14,053,mil,,,,,,,,#,1
2019,14,070,mil,1,,,,,,,#,1
2019,14,073,mil,1,,9,,,,,#,1
2019,14,091,mil,,,1,,,,,#,1
2019,14,097,mil,,,18,2,1,,,0.5,4
2019,14,116,mil,,,,,,,,#,1
2019,14,120,mil,1,,1,,,1,,#,1
2019,14,124,mil,1,,7,,1,,,#,2
2019,15,016,mil,,,,,,,,#,1
2019,15,023,mil,,,,,,,,#,1
2019,15,080,mil,,,,,,,,#,1
2019,15,081,mil,3,,,,,,,#,1
2019,15,093,mil,,,,,,,,#,1
2019,16,002,mil,,,4,1,2,,,2,1
2019,16,006,mil,,,,,3,,,#,1
2019,16,009,mil,,,,,6,,1,#,3
2019,16,012,mil,1,1,5,3,8,,,2.666666667,1
2019,16,035,mil,,,,,2,2,,#,2
